text,label,source
you mean the one i colored with crayons isn't copacetic?,0,davidson
- you know what you did you faggot. there are literally thousands of people that have you on their radar homo,2,davidson
"his do not, until playoffs. but luckily, this means that any future kid will definitely root for the yanks. priorities",0,davidson
geta life faggot,2,davidson
nah its bc i'm a bad bitch,1,davidson
pussy,1,davidson
pussy shit,1,davidson
"here it's a ""wtf dude are you fucking retarded""",1,davidson
thx hoe,1,davidson
your a dirty cunt mate lol missingtheaussies,1,davidson
if it were close than we could bitch but that was going on 10 to zip on scorecards .. rightful mercy stoppage,1,davidson
"yea, it looks fag-like",1,davidson
suck my dick you cunts,1,davidson
good bitch smirking face,1,davidson
your a cunt,2,davidson
the grass is greener on the other side of the fence of course it's also a soggy septic field,0,davidson
"""the yankees of football"" was the funniest part of your latest video. sincerely, all of pittsburgh.",0,davidson
reason 2 i didn't order a shirt taffy will know where i live and he would probably find me and stab me.,0,davidson
means trash lol,0,davidson
ayy tell that bitch in your avi she needs fix a flat for dat flat ass smirking face,1,davidson
shut your legs hoe,2,davidson
interested. just wanted to see a better pic of the soles,0,davidson
bitch fuck you!! you cut off until i get my snacks from fat boys !,1,davidson
bitch stop harassing me!!,1,davidson
you killed that hoe,1,davidson
bitch im always out,1,davidson
damn makin bitches jealous in reality & twitter/facebook. prolly mad bc if her pic was posted it wouldnt be taken as a joke! face with tears of joy,1,davidson
my fuckin mom is a bitch. like she aint even payin for it. dylan is and he said its fine.,1,davidson
u really got these coons out here dreaming,1,davidson
"how is it fucked up, you fucking retard? condemning ray rice, yet supporting chris brown, who's a women abuser. that's logical?",1,davidson
lovin' all the pussy pics,1,davidson
shit your ass and shabbat your moms pussy u jew bastard. ur times coming. heil hitler!,2,davidson
i thought i was the ghetto word for babe,0,davidson
face with tongue face with tongue face with tongue yaas bitch,1,davidson
oh bitch you too far!,1,davidson
bitch look homeless and u say meth not weed ur a fucking discrimination to american but enough of the bull shit what up fuk boy,1,davidson
haha faggot,1,davidson
little bitch,1,davidson
only if you're a twat as well. be not a twat my son.,1,davidson
dis bitch gots spunk!,1,davidson
pussy,1,davidson
its the truth.. we dont love these hoes person gesturing no,1,davidson
up your ass you little twat,1,davidson
who is this we..? i dont love hoes,1,davidson
thank you again mick,0,davidson
barely a rhyme dumb bitch,1,davidson
bitch,1,davidson
u look like that fat kid on charlie walker the that got stuck it the chocolate tube.,0,davidson
wigga why the fuck r u in this conversation with yo stalking ass,1,davidson
bitch i don't want yo fat ass following me hoe,1,davidson
bitch am dumb bitch am smarter than yo fat peter griffin looking ass,1,davidson
"bitch when r u going to get ur round, i just fucking said this just proving my point",1,davidson
"bitches like u be proving my point, u speak on shit u know nothing about i got a fucking at studio movie grill just stfu",1,davidson
now fuck that stfu shit how a bout u stop being a little bitch and get it round cuz u avoiding question u fucking scarry,1,davidson
u calling me a pussy but u not bout shit fuck all this talking let's pop shit off then,1,davidson
"wow your fucking lame we all laughing at ya. hey fat ass u want twinkie, and what u said made no sense go eat or something",1,davidson
lmao im bein foreal fuck all them bitches like that!,1,davidson
have her learn the first 30 seconds of flesh and the power it holds- death. that riff would be cool for a bird to do lol,0,davidson
really telling me to call him boo.. uhh naw person gesturing no you the niggah & that's that winking face with tongue,1,davidson
i don't fw that nigger he pussy,1,davidson
well i for damn sure ain't putting on no pussy ass romo jersey,1,davidson
all i heard was i'm a bitch nigger,1,davidson
you're such a bitch,1,davidson
would be perfect w/a graham cracker flavored bun or a maple dougnut bar.,0,davidson
my phone was dead fag man,1,davidson
"oh, me, too! pain meds just made my brain fuzzy and though banjo kazooie for a sec.",0,davidson
happy birthday!! i hope the bitches got you something good,1,davidson
sequester den the fat colored girl chased me down day street while she swingin da table wit one arm.. i wants my pay!!,1,davidson
so is my pussy,1,davidson
touch my throbbing pussy,1,davidson
all that trash talk and we win championships!! you're boring me dude national champs,0,davidson
haha 1. i would go for the s 2. those fag colors are reserved for,1,davidson
shut up coon.,2,davidson
has transformed to a bad bitch. she can get the d,1,davidson
i want to suck your pussy,1,davidson
slap a bitch,1,davidson
"that's what happens when you have pussies for presidents and generals, you have to fight the same war over and over again.",1,davidson
thanks for the follow guys! i'm enjoying a cold yellow belly right now.,0,davidson
i don't follow you because everything about your company is white trash.,2,davidson
you really seem to love sandusky. weirdo. ur a creepy ass cracker!,2,davidson
stop trolling me u creepy ass cracker!!,2,davidson
<< closet muzzie,0,davidson
ugly bitch cdfu,1,davidson
your mind is free and your soul. satan will present to u in his kingdom the things that mock u. stay strong in yahshua..,0,davidson
hello dare momma. i show glad dat u follow me. u lbe screamin hot in dem pitchers. you eva b wit colored men?,0,davidson
she be what we say in da hood white trash,2,davidson
y'all whitey gots to pay fo da preparations,2,davidson
my mfn birthday!! pink champaign in dat bitch!!,1,davidson
"it sucks rachels sister is such a snobby bitch n rach is so nice!!cant stand elissa, so snutty",1,davidson
sup nappy headed hoe you got quiet,1,davidson
starts making monkey faces behind you,0,davidson
that pic with the red bone in braids and that tiger in the back for sale?,0,davidson
teabaggers weakening food and environmental regulations is infinitely more scary and lethal than terrorism.,0,davidson
looking at the royals and wondering what could have been if we didn't decimate the yankee farm system.,0,davidson
shut up you nappy headed hoe,1,davidson
happy birthday bitch red heart party popper,1,davidson
spiked that bitchdamned nailed her down,1,davidson
you look like a monkey,0,davidson
that area is a bitch regardless so i can imagine,1,davidson
i ain't no lady bitch,1,davidson
sheeze a yellow bone,0,davidson
what that pussy do tho?,1,davidson
lol ive gotten into with retards on here who actually think i am my avi --' ive gotten called ugly black bitch. like..,1,davidson
"it is, we be thugging on these bitches too hard now days",1,davidson
bitches crazy weary face face with tears of joy,1,davidson
i am working fag,1,davidson
fine walk bitch,1,davidson
better bitch!),1,davidson
i wasn't serious bitch face with tears of joy bitch them niggas i named ain't fuccing witcho ass face with tears of joy loudly crying face we all just making shit up smirking face weary face,2,davidson
bitch ion talk to 3 face with tears of joy loudly crying face shit ion even talk to 1 can you even name 1 ? lol,1,davidson
lakers are trash,1,davidson
i swear to god nigger you better still hang with me before work. you got my hype,2,davidson
do you work today niglet?,2,davidson
hahaha awe yea! got a date with the baddest bitch around! mouth water pistol money bag ok hand red heart,1,davidson
i got tits as big as a hoe so it evens out,1,davidson
"bitch you said you don't even like trae , fuckin poser!!",1,davidson
"he's a little bitch in general , fug seattle",1,davidson
"ohh , i smell a challenge . usa vs usa next time i see ya bitch ass",1,davidson
peace my negro !,1,davidson
"unfortunately you are correct sir , still eat shit and die though ..bitch )",1,davidson
should have fucked that bitch up,1,davidson
if nbc has elected you to be a spokesman for nbc they are in a lot of trouble. i and friends will no longer watch nbc trash1,0,davidson
"wonder how many us citizens have joined isis after listening to joe scarborough trash this ""black president?"" good job joe!!",1,davidson
you bitch and complain about how bad our vets are being treated yet you are still willing to send them off to war? sick idiot!!,1,davidson
thats a goddamn terrible joke you gbe lookin bitch,1,davidson
you already know they go to fed for me ah bitch be ready to walk out the door face with tears of joy face with tears of joy victory hand,1,davidson
"..you tink u done made a funny? nigger come lookatathehood> i got nightclubs, trannies, crackheads, dealers, come at me>",1,davidson
as in> nature biology> dogs don't eat each other as much as birds do. not everything is as it seems in human terms.,0,davidson
text me bitch,1,davidson
"im a proud wacko bird, how bout you?",0,davidson
squad builders gets you bitches,1,davidson
grade a pussy.,1,davidson
"bitch i'm proud to be black, ur a samba",1,davidson
ugly gay nigger bitch fucking peace of shit,2,davidson
y'all is coons n uncle toms,2,davidson
"nigger i seen yo ass at da welfare center, punk bitch, ain't worth my time",1,davidson
"work, is something adults do for money, not borrow from money.. broke bitch",1,davidson
"fuck you, stupid ass coward ass punk bitch faggot ass racist piece of shit. punk. bitch, ain't worth my time!",2,davidson
rape? of course.. the only way you could get pussy. smh,1,davidson
rich? haha u broke bitch. no women would ever fuck you. lol.,1,davidson
"oh hell no! fuck you uncle tom bitch, i remember yo punk broke ass",1,davidson
naw them boys trash we started coasting,1,davidson
lmao 6'0 but i'm hella skinny so bitches don't like me,1,davidson
this pic is trash. d!ck is dry af.,1,davidson
don't be a bitch.,1,davidson
i send them hoes because ain't nobody gone play me but geez lmao not when they ask for them,1,davidson
"ohh yaa, he wants brooke to be his pinkie toe so he can bang it on the coffee table. what a twat!! lol",1,davidson
5 of us decided to drink everclear and go to a yankees game.. only two made it to their seat,0,davidson
